Taxon,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop,SRSex,GRSex,ERSex,FCSex,FCSex priority category,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCSc_min,FCSc_max,FCSc mean,FCSc_min priority category,FCSc_max priority category,FCSc mean priority category,EOO status,AOO status,Combined threat assessment status,file_path
Allium brandegeei,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.0,0.0,0.0,0.0,HP,11.94968553,16.89196898,100.0,42.94721817,MP,0.0,42.94721817,0.0,42.94721817,21.47360909,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium brandegeei_Run20200203_2020-07-27.html
Allium brevistylum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.183654729,0.0,0.0,0.061218243,HP,24.81481481,24.40925968,100.0,49.74135817,MP,0.061218243,49.74135817,0.061218243,49.74135817,24.9012882,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium brevistylum_Run20200203_2020-07-27.html
Allium burdickii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",2.489626556,1.975982707,20.0,8.155203088,HP,2.597402597,3.301509524,100.0,35.29963737,MP,8.155203088,35.29963737,8.155203088,35.29963737,21.72742023,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium burdickii_Run20200203_2020-07-27.html
Allium campanulatum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.8324661809999999,0.0,0.0,0.277488727,HP,26.24113475,26.10909436,100.0,50.7834097,LP,0.277488727,50.7834097,0.277488727,50.7834097,25.53044922,HP,LP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium campanulatum_Run20200203_2020-07-27.html
Allium canadense,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.831733845,0.240932324,16.12903226,5.733899476,HP,3.846153846,3.506961278,100.0,35.78437171,MP,5.733899476,35.78437171,5.733899476,35.78437171,20.75913559,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium canadense_Run20200203_2020-07-27.html
Allium canadense var. canadense,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.7698887940000001,0.0,0.0,0.256629598,HP,6.741573034,3.73412742,92.30769231,34.26113092,MP,0.256629598,34.26113092,0.256629598,34.26113092,17.25888026,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium canadense var. canadense_Run20200203_2020-07-27.html
Allium cernuum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.772151899,6.358063753,31.11111111,13.08044225,HP,18.35095137,11.94516877,95.34883721,41.88165245,MP,13.08044225,41.88165245,13.08044225,41.88165245,27.48104735,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium cernuum_Run20200203_2020-07-27.html
Allium crenulatum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.221238938,0.0,0.0,0.073746313,HP,33.13253012,23.77473237,87.5,48.13575416,MP,0.073746313,48.13575416,0.073746313,48.13575416,24.10475024,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium crenulatum_Run20200203_2020-07-27.html
Allium douglasii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",2.5,3.553234621,33.33333333,13.12885598,HP,5.405405405,6.37745614,100.0,37.26095385,MP,13.12885598,37.26095385,13.12885598,37.26095385,25.19490492,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium douglasii_Run20200203_2020-07-27.html
Allium drummondii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.778210117,1.901751897,9.090909091,3.923623702,HP,6.944444444,2.041558444,90.90909091,33.2983646,MP,3.923623702,33.2983646,3.923623702,33.2983646,18.61099415,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium drummondii_Run20200203_2020-07-27.html
Allium falcifolium,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",2.618657938,21.61517655,42.85714286,22.36365911,HP,18.21862348,16.02585805,85.71428571,39.98625575,MP,22.36365911,39.98625575,22.36365911,39.98625575,31.17495743,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium falcifolium_Run20200203_2020-07-27.html
Allium fibrillum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.576923077,0.0,0.0,0.192307692,HP,20.19704433,10.30714144,57.14285714,29.21568097,MP,0.192307692,29.21568097,0.192307692,29.21568097,14.70399433,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium fibrillum_Run20200203_2020-07-27.html
Allium geyeri var. geyeri,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.472440945,2.1777970580000003,28.57142857,10.40722219,HP,12.62626263,10.68869841,100.0,41.10498701,MP,10.40722219,41.10498701,10.40722219,41.10498701,25.7561046,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium geyeri var. geyeri_Run20200203_2020-07-27.html
Allium geyeri var. tenerum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.0,0.0,0.0,0.0,HP,27.33564014,19.95770981,92.30769231,46.53368075,MP,0.0,46.53368075,0.0,46.53368075,23.26684038,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium geyeri var. tenerum_Run20200203_2020-07-27.html
Allium gooddingii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.826484018,0.0,0.0,0.608828006,HP,0.0,15.49352662,100.0,38.49784221,MP,0.608828006,38.49784221,0.608828006,38.49784221,19.55333511,HP,MP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Allium/Allium gooddingii_Run20200203_2020-07-27.html
Allium kunthii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",3.431372549,3.787630622,50.0,19.07300106,HP,24.70588235,15.76103867,88.88888889,43.1186033,MP,19.07300106,43.1186033,19.07300106,43.1186033,31.09580218,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium kunthii_Run20200203_2020-07-27.html
Allium lemmonii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.488833747,9.300945504,33.33333333,14.70770419,HP,11.39896373,14.4407978,83.33333333,36.39103162,MP,14.70770419,36.39103162,14.70770419,36.39103162,25.54936791,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium lemmonii_Run20200203_2020-07-27.html
Allium macrum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.35971223,0.0,0.0,0.119904077,HP,3.669724771,4.647066065,80.0,29.43893028,MP,0.119904077,29.43893028,0.119904077,29.43893028,14.77941718,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium macrum_Run20200203_2020-07-27.html
Allium munzii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.401869159,0.0,0.0,0.46728972,HP,18.18181818,9.384037225,100.0,42.5219518,MP,0.46728972,42.5219518,0.46728972,42.5219518,21.49462076,HP,MP,HP,Endangered (EN),Vulnerable (VU),Endangered (EN),./compiledSummaryDocs/Allium/Allium munzii_Run20200203_2020-07-27.html
Allium nevii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.724137931,0.0,0.0,0.574712644,HP,11.5942029,8.239081753999999,100.0,39.94442822,MP,0.574712644,39.94442822,0.574712644,39.94442822,20.25957043,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium nevii_Run20200203_2020-07-27.html
Allium obtusum var. conspicuum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",100.0,0.0,0.0,33.33333333,MP,0.0,,,0.0,HP,33.33333333,0.0,0.0,33.33333333,16.66666667,HP,MP,HP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Allium/Allium obtusum var. conspicuum_Run20200203_2020-07-27.html
Allium platycaule,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",2.597402597,0.0,0.0,0.865800866,HP,17.14285714,16.07142731,62.5,31.90476148,MP,0.865800866,31.90476148,0.865800866,31.90476148,16.38528118,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium platycaule_Run20200203_2020-07-27.html
Allium praecox,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.379310345,0.0,0.0,0.459770115,HP,25.0,10.51425311,100.0,45.1714177,MP,0.459770115,45.1714177,0.459770115,45.1714177,22.81559391,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium praecox_Run20200203_2020-07-27.html
Allium robinsonii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.598802395,1.830895661,16.66666667,6.365454907999999,HP,9.375,4.964141553,83.33333333,32.55749163,MP,6.365454907999999,32.55749163,6.365454907999999,32.55749163,19.46147327,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Allium/Allium robinsonii_Run20200203_2020-07-27.html
Allium sanbornii,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",10.0,15.52601827,50.0,25.17533942,MP,0.0,9.298220166,100.0,36.43274006,MP,25.17533942,36.43274006,25.17533942,36.43274006,30.80403974,MP,MP,MP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Allium/Allium sanbornii_Run20200203_2020-07-27.html
Allium schoenoprasum subsp. schoenoprasum,(1)A,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",5.01369863,0.0,0.0,1.6712328769999998,HP,37.09923664,17.61765786,92.59259259,49.10316236,MP,1.6712328769999998,49.10316236,1.6712328769999998,49.10316236,25.38719762,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium schoenoprasum subsp. schoenoprasum_Run20200203_2020-07-27.html
Allium scilloides,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.0,0.0,0.0,0.0,HP,3.333333333,6.91304913,66.66666667,25.63768304,MP,0.0,25.63768304,0.0,25.63768304,12.81884152,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Allium/Allium scilloides_Run20200203_2020-07-27.html
Allium siskiyouense,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",3.964757709,19.38192018,33.33333333,18.89333707,HP,22.04724409,16.38463755,100.0,46.14396055,MP,18.89333707,46.14396055,18.89333707,46.14396055,32.51864881,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium siskiyouense_Run20200203_2020-07-27.html
Allium stellatum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",3.939962477,0.0,0.0,1.313320826,HP,12.5,3.672571505,100.0,38.72419050000001,MP,1.313320826,38.72419050000001,1.313320826,38.72419050000001,20.01875566,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium stellatum_Run20200203_2020-07-27.html
Allium textile,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.057401813,16.68014486,40.0,19.24584889,HP,6.893156081,5.810739017,93.33333333,35.34574281,MP,19.24584889,35.34574281,19.24584889,35.34574281,27.29579585,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium textile_Run20200203_2020-07-27.html
Allium tolmiei,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1.013513514,0.389988104,20.0,7.1345005389999985,HP,12.14953271,11.11722415,80.0,34.42225229,MP,7.1345005389999985,34.42225229,7.1345005389999985,34.42225229,20.77837641,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium tolmiei_Run20200203_2020-07-27.html
Allium tricoccum,(1)A,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",2.186666667,0.88157107,22.22222222,8.43015332,HP,0.900900901,5.242110418,100.0,35.38100377,MP,8.43015332,35.38100377,8.43015332,35.38100377,21.90557855,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium tricoccum_Run20200203_2020-07-27.html
Allium unifolium,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",13.97379913,0.0,0.0,4.657933042,HP,16.98113208,15.01289028,80.0,37.33134079,MP,4.657933042,37.33134079,4.657933042,37.33134079,20.99463691,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium unifolium_Run20200203_2020-07-27.html
Allium validum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",0.996677741,6.275923352,18.18181818,8.484806425,HP,43.92059553,29.61276077,72.72727273,48.75354301,MP,8.484806425,48.75354301,8.484806425,48.75354301,28.61917472,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Allium/Allium validum_Run20200203_2020-07-27.html
Allium victorialis subsp. platyphyllum,(1)C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",100.0,0.0,0.0,33.33333333,MP,0.0,,,0.0,HP,33.33333333,0.0,0.0,33.33333333,16.66666667,HP,MP,HP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Allium/Allium victorialis subsp. platyphyllum_Run20200203_2020-07-27.html
Annona montana,(1)A,Food,Fruits,Annona,Cherimoya,3.846153846,0.0,0.0,1.282051282,HP,100.0,,,100.0,SC,1.282051282,100.0,1.282051282,100.0,50.64102564,HP,SC,LP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Annona/Annona montana_Run20200203_2020-07-27.html
Aphanisma blitoides,(1)B,Food,Vegetables,Aphanisma,"Beet, chard",0.0,0.0,0.0,0.0,HP,10.52631579,26.7517754,100.0,45.75936373,MP,0.0,45.75936373,0.0,45.75936373,22.87968186,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Aphanisma/Aphanisma blitoides_Run20200203_2020-07-27.html
Apios americana,(1)A,Food,Roots and tubers,Apios,Potato bean,0.5393342010000001,0.0,0.0,0.179778067,HP,8.042895442,3.73796211,100.0,37.26028585,MP,0.179778067,37.26028585,0.179778067,37.26028585,18.72003196,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Apios/Apios americana_Run20200203_2020-07-27.html
Apios priceana,(1)B,Food,Roots and tubers,Apios,Potato bean,3.389830508,0.0,0.0,1.129943503,HP,0.0,,,0.0,HP,1.129943503,0.0,0.0,1.129943503,0.564971751,HP,HP,HP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Apios/Apios priceana_Run20200203_2020-07-27.html
Artocarpus altilis,(1)A,Food,Fruits,Artocarpus,"Breadfruit, jackfruit",7.678883072,0.0,0.0,2.559627691,HP,2.222222222,11.4084986,100.0,37.87690694,MP,2.559627691,37.87690694,2.559627691,37.87690694,20.21826732,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Artocarpus/Artocarpus altilis_Run20200203_2020-07-27.html
Artocarpus mariannensis,(1)A,Food,Fruits,Artocarpus,"Breadfruit, jackfruit",100.0,0.0,0.0,33.33333333,MP,0.0,,,0.0,HP,33.33333333,0.0,0.0,33.33333333,16.66666667,HP,MP,HP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Artocarpus/Artocarpus mariannensis_Run20200203_2020-07-27.html
Asimina triloba,(1)A,Food,Fruits,Asimina,Paw paw,1.997672614,1.304043716,16.0,6.433905444,HP,7.547169811,4.058993997,100.0,37.2020546,MP,6.433905444,37.2020546,6.433905444,37.2020546,21.81798002,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Asimina/Asimina triloba_Run20200203_2020-07-27.html
Blitum californicum,(1)B,Food,Vegetables,Blitum,Spinach,1.0958904109999998,11.82627375,33.33333333,15.41849917,HP,18.79699248,11.81320626,100.0,43.53673291,MP,15.41849917,43.53673291,15.41849917,43.53673291,29.47761604,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Blitum/Blitum californicum_Run20200203_2020-07-27.html
Blitum capitatum,(1)B,Food,Vegetables,Blitum,Spinach,1.844262295,0.0,0.0,0.6147540979999999,HP,16.03053435,13.64198647,92.85714286,40.84322123,MP,0.6147540979999999,40.84322123,0.6147540979999999,40.84322123,20.72898766,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Blitum/Blitum capitatum_Run20200203_2020-07-27.html
Blitum hastatum,(1)B,Food,Vegetables,Blitum,Spinach,0.0,0.0,0.0,0.0,HP,7.142857143,13.33059048,100.0,40.15781587,MP,0.0,40.15781587,0.0,40.15781587,20.07890794,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Blitum/Blitum hastatum_Run20200203_2020-07-27.html
Blitum nuttallianum,(1)B,Food,Vegetables,Blitum,Spinach,0.949796472,0.6218561579999999,6.25,2.607217543,HP,13.9380531,14.54612262,88.88888889,39.12435487,MP,2.607217543,39.12435487,2.607217543,39.12435487,20.86578621,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Blitum/Blitum nuttallianum_Run20200203_2020-07-27.html
Blitum spathulatum,(1)B,Food,Vegetables,Blitum,Spinach,0.0,0.0,0.0,0.0,HP,28.57142857,29.40936302,100.0,52.66026387,LP,0.0,52.66026387,0.0,52.66026387,26.33013193,HP,LP,MP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Blitum/Blitum spathulatum_Run20200203_2020-07-27.html
Capsicum annuum var. glabriusculum,(1)A,Food,Vegetables,Capsicum,Chile pepper,1.936159079,3.048622162,23.07692308,9.353901439,HP,15.23809524,12.89557107,90.38461538,39.5060939,MP,9.353901439,39.5060939,9.353901439,39.5060939,24.42999767,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Capsicum/Capsicum annuum var. glabriusculum_Run20200203_2020-07-27.html
Carya aquatica,(1)A,Food,Nuts,Carya,Pecan,0.973096737,0.0,0.0,0.324365579,HP,12.4137931,6.962593316,91.66666667,37.01435103,MP,0.324365579,37.01435103,0.324365579,37.01435103,18.669358300000006,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya aquatica_Run20200203_2020-07-27.html
Carya carolinae-septentrionalis,(1)A,Food,Nuts,Carya,Pecan,0.857142857,0.0,0.0,0.28571428600000004,HP,19.04761905,2.266195786,100.0,40.43793828,MP,0.28571428600000004,40.43793828,0.28571428600000004,40.43793828,20.36182628,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Carya/Carya carolinae-septentrionalis_Run20200203_2020-07-27.html
Carya cordiformis,(1)A,Food,Nuts,Carya,Pecan,1.26459144,0.0,0.0,0.42153048,HP,6.165413534,4.235517831,100.0,36.80031045,MP,0.42153048,36.80031045,0.42153048,36.80031045,18.61092047,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya cordiformis_Run20200203_2020-07-27.html
Carya floridana,(1)A,Food,Nuts,Carya,Pecan,0.410677618,0.0,0.0,0.136892539,HP,18.60465116,12.4248328,100.0,43.67649466,MP,0.136892539,43.67649466,0.136892539,43.67649466,21.9066936,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Carya/Carya floridana_Run20200203_2020-07-27.html
Carya glabra,(1)A,Food,Nuts,Carya,Pecan,1.247739602,0.575485083,7.407407407000001,3.076877364,HP,10.07025761,5.504988021,92.59259259,36.05594608,MP,3.076877364,36.05594608,3.076877364,36.05594608,19.56641172,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya glabra_Run20200203_2020-07-27.html
Carya illinoinensis,(1)A,Food,Nuts,Carya,Pecan,7.777777778,1.327890181,10.52631579,6.543994583,HP,6.018518519,3.989688693,88.88888889,32.9656987,MP,6.543994583,32.9656987,6.543994583,32.9656987,19.75484664,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya illinoinensis_Run20200203_2020-07-27.html
Carya laciniosa,(1)A,Food,Nuts,Carya,Pecan,4.10122164,2.044939318,20.0,8.715386986,HP,3.389830508,2.808949241,93.33333333,33.17737103,MP,8.715386986,33.17737103,8.715386986,33.17737103,20.94637901,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya laciniosa_Run20200203_2020-07-27.html
Carya myristiciformis,(1)A,Food,Nuts,Carya,Pecan,2.1520803440000003,0.0,0.0,0.717360115,HP,3.571428571,4.121031458,57.14285714,21.61177239,HP,0.717360115,21.61177239,0.717360115,21.61177239,11.16456625,HP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya myristiciformis_Run20200203_2020-07-27.html
Carya ovalis,(1)A,Food,Nuts,Carya,Pecan,0.920028309,0.0,0.0,0.30667610300000003,HP,5.084745763,3.423790228,100.0,36.169512,MP,0.30667610300000003,36.169512,0.30667610300000003,36.169512,18.23809405,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya ovalis_Run20200203_2020-07-27.html
Carya ovata,(1)A,Food,Nuts,Carya,Pecan,1.4263074480000002,0.916959672,10.71428571,4.352517612,HP,5.838509317000001,3.415670659,92.30769231,33.85395743,MP,4.352517612,33.85395743,4.352517612,33.85395743,19.10323752,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya ovata_Run20200203_2020-07-27.html
Carya pallida,(1)A,Food,Nuts,Carya,Pecan,0.412654746,0.0,0.0,0.137551582,HP,11.97916667,3.70081853,100.0,38.55999507,MP,0.137551582,38.55999507,0.137551582,38.55999507,19.34877332,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Carya/Carya pallida_Run20200203_2020-07-27.html
